商品名稱,新商品名稱,大分類,小分類,
黃雞魚,黃雞魚-,2黑板料理,魚類,
黑格,黑格-,2黑板料理,魚類,
黑貓過(時價),黑貓過(時價)-,2黑板料理,魚類,
黑鮪魚下巴,黑鮪魚下巴-,2黑板料理,魚類,
圓鱈,圓鱈-,2黑板料理,魚類,
過魚,過魚-,2黑板料理,魚類,
旗魚肚,旗魚肚-,2黑板料理,魚類,
蒸糯米部(時價),蒸糯米部(時價)-,2黑板料理,魚類,
蒸糯米斑(時價),蒸糯米斑(時價)-,2黑板料理,魚類,
鳳梨魚,鳳梨魚-,2黑板料理,魚類,
盤子魚(時價),盤子魚(時價)-,2黑板料理,魚類,
橘斑,橘斑-,2黑板料理,魚類,
龍占（時價）,龍占（時價）-,2黑板料理,魚類,
鮮魚下巴(時價),鮮魚下巴(時價)-,2黑板料理,魚類,
藍瓜石斑（時價）,藍瓜石斑（時價）-,2黑板料理,魚類,
鯃魚（時價）,鯃魚（時價）-,2黑板料理,魚類,
鯊魚唇芥末,鯊魚唇芥末-,2黑板料理,魚類,
鯖魚,鯖魚-,2黑板料理,魚類,
鰆魚,鰆魚-,2黑板料理,魚類,
櫻羽鯛（時價）,櫻羽鯛（時價）-,2黑板料理,魚類,
櫻花蝦,櫻花蝦-,2黑板料理,魚類,
鱈魚白子,鱈魚白子-,2黑板料理,魚類,
鹽烤鮭魚肚,鹽烤鮭魚肚-,2黑板料理,魚類,
(必點)黑鮪魚刺身/七切,(必點)黑鮪魚刺身/七切-,2黑板料理,單點刺身/壽司/黑板料理,
(限量)強迫症散壽司,(限量)強迫症散壽司 ,2黑板料理,單點刺身/壽司/黑板料理,
(限量)強迫症散壽司*,(限量)強迫症散壽司 ,2黑板料理,單點刺身/壽司/黑板料理,
(限量)黑鮪魚花見丼*,(限量)黑鮪魚花見丼* ,2黑板料理,單點刺身/壽司/黑板料理,
大目鯛,大目鯛-,2黑板料理,單點刺身/壽司/黑板料理,
小白魚握壽司,小白魚握壽司-,2黑板料理,單點刺身/壽司/黑板料理,
小黑鮪刺身,小黑鮪刺身-,2黑板料理,單點刺身/壽司/黑板料理,
小鮪魚,小鮪魚 ,2黑板料理,單點刺身/壽司/黑板料理,
小鮪魚/生,小鮪魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
干貝,干貝/生-,2黑板料理,單點刺身/壽司/黑板料理,
干貝/生,干貝/生-,2黑板料理,單點刺身/壽司/黑板料理,
五吋刺身蛋糕,五吋刺身蛋糕* ,2黑板料理,單點刺身/壽司/黑板料理,
五吋刺身蛋糕*,五吋刺身蛋糕* ,2黑板料理,單點刺身/壽司/黑板料理,
天使蝦/生,天使蝦/生 ,2黑板料理,單點刺身/壽司/黑板料理,
日本秋刀魚/生,日本秋刀魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
日本真鯛魚/生,日本真鯛魚/生 ,2黑板料理,單點刺身/壽司/黑板料理,
日本喜知次,日本喜知次-,2黑板料理,單點刺身/壽司/黑板料理,
日本鯖魚/生,日本鯖魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
比目魚鮭魚卵手卷/支,比目魚鮭魚卵手卷/支-,2黑板料理,單點刺身/壽司/黑板料理,
比目魚鮭魚卵卷,比目魚鮭魚卵卷-,2黑板料理,單點刺身/壽司/黑板料理,
水針,水針-,2黑板料理,單點刺身/壽司/黑板料理,
水章魚/生,水章魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
牛小排握壽司,牛小排握壽司-,2黑板料理,單點刺身/壽司/黑板料理,
牛尾魚/生,牛尾魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
加州捲壽司,加州捲壽司-,2黑板料理,單點刺身/壽司/黑板料理,
加志魚,加志魚-,2黑板料理,單點刺身/壽司/黑板料理,
北寄貝/生,北寄貝/生-,2黑板料理,單點刺身/壽司/黑板料理,
台灣鯖魚/生,台灣鯖魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
母親節五吋刺身蛋糕,母親節五吋刺身蛋糕-,2黑板料理,單點刺身/壽司/黑板料理,
生水母,生水母-,2黑板料理,單點刺身/壽司/黑板料理,
生筋子,生筋子-,2黑板料理,單點刺身/壽司/黑板料理,
生蠔/生,生蠔/生 ,2黑板料理,單點刺身/壽司/黑板料理,
白毛,白毛-,2黑板料理,單點刺身/壽司/黑板料理,
白甘魚/生,白甘魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
白肉蒜,白肉蒜-,2黑板料理,單點刺身/壽司/黑板料理,
石斑魚/生,石斑魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
石鯛,石鯛-,2黑板料理,單點刺身/壽司/黑板料理,
石鱸,石鱸-,2黑板料理,單點刺身/壽司/黑板料理,
尖梭魚/生,尖梭魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
竹筴魚/生,竹筴魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
竹葉鯵,竹葉鯵,2黑板料理,單點刺身/壽司/黑板料理,
吾仔魚/生,吾仔魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
沙丁魚/生,沙丁魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
牡丹蝦,牡丹蝦/生-,2黑板料理,單點刺身/壽司/黑板料理,
牡丹蝦/生,牡丹蝦/生-,2黑板料理,單點刺身/壽司/黑板料理,
赤貝,赤貝-,2黑板料理,單點刺身/壽司/黑板料理,
刺身搭配,刺身搭配-,2黑板料理,單點刺身/壽司/黑板料理,
和牛/生,和牛/生-,2黑板料理,單點刺身/壽司/黑板料理,
拉崙,拉崙-,2黑板料理,單點刺身/壽司/黑板料理,
河豚魚皮果醋,河豚魚皮果醋-,2黑板料理,單點刺身/壽司/黑板料理,
油旗魚/生,油旗魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
炙燒比目魚緣側鮭魚卵蓋飯,炙燒比目魚緣側鮭魚卵蓋飯-,2黑板料理,單點刺身/壽司/黑板料理,
金目鯛/生,金目鯛/生-,2黑板料理,單點刺身/壽司/黑板料理,
金時鯛,金時鯛-,2黑板料理,單點刺身/壽司/黑板料理,
長尾鳥魚/生,長尾鳥魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
青甘刺身/七切,青甘刺身/七切-,2黑板料理,單點刺身/壽司/黑板料理,
青雞魚/生,青雞魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
南非鮑魚/生,南非鮑魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
星鰻苗,星鰻苗-,2黑板料理,單點刺身/壽司/黑板料理,
活中卷兩吃,活中卷兩吃/生 ,2黑板料理,單點刺身/壽司/黑板料理,
活中卷兩吃/生,活中卷兩吃/生 ,2黑板料理,單點刺身/壽司/黑板料理,
活明蝦,活明蝦-,2黑板料理,單點刺身/壽司/黑板料理,
活明蝦/生,活明蝦/生-,2黑板料理,單點刺身/壽司/黑板料理,
疣鯛,疣鯛-,2黑板料理,單點刺身/壽司/黑板料理,
疣鯛魚/生,疣鯛魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
紅甘/生,紅甘/生-,2黑板料理,單點刺身/壽司/黑板料理,
紅喉/生,紅喉/生 ,2黑板料理,單點刺身/壽司/黑板料理,
紅槽魚,紅槽魚-,2黑板料理,單點刺身/壽司/黑板料理,
倒吊,倒吊-,2黑板料理,單點刺身/壽司/黑板料理,
剝皮魚/生,剝皮魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
姬鯛,姬鯛-,2黑板料理,單點刺身/壽司/黑板料理,
挪威鮭魚刺身/七切,挪威鮭魚刺身/七切-,2黑板料理,單點刺身/壽司/黑板料理,
海膽/生,海膽/生-,2黑板料理,單點刺身/壽司/黑板料理,
海膽牛奶豆腐,海膽牛奶豆腐-,2黑板料理,單點刺身/壽司/黑板料理,
海膽握壽司,海膽握壽司-,2黑板料理,單點刺身/壽司/黑板料理,
海螺/生,海螺/生-,2黑板料理,單點刺身/壽司/黑板料理,
海鱺魚/生,海鱺魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
特製五吋刺身蛋糕,特製五吋刺身蛋糕-,2黑板料理,單點刺身/壽司/黑板料理,
胭脂蝦/生,胭脂蝦/生-,2黑板料理,單點刺身/壽司/黑板料理,
馬頭魚/生,馬頭魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
馬鞭,馬鞭-,2黑板料理,單點刺身/壽司/黑板料理,
甜蝦/生,甜蝦/生-,2黑板料理,單點刺身/壽司/黑板料理,
軟絲/生,軟絲/生-,2黑板料理,單點刺身/壽司/黑板料理,
章魚春野菜沙拉,章魚春野菜沙拉-,2黑板料理,單點刺身/壽司/黑板料理,
富山小白蝦,富山小白蝦-,2黑板料理,單點刺身/壽司/黑板料理,
象拔蚌/生,象拔蚌/生-,2黑板料理,單點刺身/壽司/黑板料理,
黃雞,黃雞-,2黑板料理,單點刺身/壽司/黑板料理,
黃鰭鮪,黃鰭鮪-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚,黑鮪魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚/生,黑鮪魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚大腹/七切(限量),黑鮪魚大腹/七切(限量)-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚大腹/貫,黑鮪魚大腹/貫-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚大腹/貫*,黑鮪魚大腹/貫-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚中腹/七切(限量),黑鮪魚中腹/七切(限量)-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚中腹/貫,黑鮪魚中腹/貫-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚赤肉/貫,黑鮪魚赤肉/貫-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚赤肉/貫*,黑鮪魚赤肉/貫-,2黑板料理,單點刺身/壽司/黑板料理,
黑鮪魚刺身/七切,黑鮪魚刺身/七切-,2黑板料理,單點刺身/壽司/黑板料理,
黑鯧魚,黑鯧魚-,2黑板料理,單點刺身/壽司/黑板料理,
葡萄蝦,葡萄蝦-,2黑板料理,單點刺身/壽司/黑板料理,
稻荷比目魚鮭魚卵,稻荷比目魚鮭魚卵-,2黑板料理,單點刺身/壽司/黑板料理,
豬哥魚/生,豬哥魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
縞篸/生,縞篸/生-,2黑板料理,單點刺身/壽司/黑板料理,
螢光花枝醋味增,螢光花枝醋味增-,2黑板料理,單點刺身/壽司/黑板料理,
螢光烏賊,螢光烏賊/生-,2黑板料理,單點刺身/壽司/黑板料理,
螢光烏賊/生,螢光烏賊/生-,2黑板料理,單點刺身/壽司/黑板料理,
龍占魚,龍占魚-,2黑板料理,單點刺身/壽司/黑板料理,
鮪魚泥/生,鮪魚泥/生-,2黑板料理,單點刺身/壽司/黑板料理,
鮪魚蔥,鮪魚蔥-,2黑板料理,單點刺身/壽司/黑板料理,
鮪魚蔥/生,鮪魚蔥/生-,2黑板料理,單點刺身/壽司/黑板料理,
鮫鰈/生,鮫鰈/生 ,2黑板料理,單點刺身/壽司/黑板料理,
鮭魚,鮭魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
鮭魚/生,鮭魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
鮭魚卵,鮭魚卵/生-,2黑板料理,單點刺身/壽司/黑板料理,
鮭魚卵/生,鮭魚卵/生-,2黑板料理,單點刺身/壽司/黑板料理,
鮭魚卵握壽司,鮭魚卵握壽司-,2黑板料理,單點刺身/壽司/黑板料理,
鮭魚肚刺身/7切,鮭魚刺身/肚(七切)-,2黑板料理,單點刺身/壽司/黑板料理,
鮭魚刺身/肚(七切),鮭魚刺身/肚(七切)-,2黑板料理,單點刺身/壽司/黑板料理,
醬漬白蝦,醬漬白蝦-,2黑板料理,單點刺身/壽司/黑板料理,
鯃魚,鯃魚-,2黑板料理,單點刺身/壽司/黑板料理,
鵝肝,鵝肝 ,2黑板料理,單點刺身/壽司/黑板料理,
蟹肉/生,蟹肉/生-,2黑板料理,單點刺身/壽司/黑板料理,
鰤魚/青甘/生,鰤魚/青甘/生-,2黑板料理,單點刺身/壽司/黑板料理,
鰹魚,鰹魚 ,2黑板料理,單點刺身/壽司/黑板料理,
鰹魚/生,鰹魚/生-,2黑板料理,單點刺身/壽司/黑板料理,
鱈魚白子/生,鱈魚白子/生-,2黑板料理,單點刺身/壽司/黑板料理,
Prime牛肉,Prime牛肉-,2黑板料理,單點刺身/壽司/黑板料理,
大葉干貝唐揚,大葉干貝唐揚-,2黑板料理,揚物/黑板料理,
大葉干貝唐揚/2片,大葉干貝唐揚/2片-,2黑板料理,揚物/黑板料理,
大葉干貝揚/2片,大葉干貝揚/2片-,2黑板料理,揚物/黑板料理,
大葉海鮮唐揚,大葉海鮮唐揚-,2黑板料理,揚物/黑板料理,
可樂餅,可樂餅-,2黑板料理,揚物/黑板料理,
玉米,玉米-,2黑板料理,揚物/黑板料理,
白旗魚唐揚,白旗魚唐揚-,2黑板料理,揚物/黑板料理,
米果蝦粉揚,米果蝦粉揚-,2黑板料理,揚物/黑板料理,
松露起士天婦羅,松露起士天婦羅-,2黑板料理,揚物/黑板料理,
星鰻天婦羅,星鰻天婦羅-,2黑板料理,揚物/黑板料理,
炸軟絲頭,炸軟絲頭-,2黑板料理,揚物/黑板料理,
海膽天婦羅,海膽天婦羅-,2黑板料理,揚物/黑板料理,
稚香魚天婦羅/4隻,稚香魚天婦羅/4隻-,2黑板料理,揚物/黑板料理,
翡翠蝦餅,翡翠蝦餅-,2黑板料理,揚物/黑板料理,
翡翠蝦餅*,翡翠蝦餅-,2黑板料理,揚物/黑板料理,
魷魚絲天婦羅,魷魚絲天婦羅-,2黑板料理,揚物/黑板料理,
素湯,素湯-,2黑板料理,湯品/黑板料理,
薑汁蛤湯,薑汁蛤湯-,2黑板料理,湯品/黑板料理,
山芹菜,山芹菜-,2黑板料理,菜類,
日本小松菜,日本小松菜-,2黑板料理,菜類,
水耕A菜,水耕A菜-,2黑板料理,菜類,
水蓮,水蓮-,2黑板料理,菜類,
冬筍,冬筍-,2黑板料理,菜類,
半天花,半天花-,2黑板料理,菜類,
白花芥蘭,白花芥蘭-,2黑板料理,菜類,
地瓜葉皮蛋,地瓜葉皮蛋-,2黑板料理,菜類,
吻仔魚炒莧菜,吻仔魚炒莧菜-,2黑板料理,菜類,
油菜花,油菜花-,2黑板料理,菜類,
炒時蔬(招待),炒時蔬(招待)-,2黑板料理,菜類,
芥藍,芥藍-,2黑板料理,菜類,
芥蘭,芥蘭-,2黑板料理,菜類,
雨來菇,雨來菇-,2黑板料理,菜類,
青花筍,青花筍-,2黑板料理,菜類,
娃娃菜,娃娃菜-,2黑板料理,菜類,
皇宮菜,皇宮菜-,2黑板料理,菜類,
紅鳳菜,紅鳳菜-,2黑板料理,菜類,
原生種A菜,原生種A菜-,2黑板料理,菜類,
珠蔥,珠蔥-,2黑板料理,菜類,
高麗菜苗,高麗菜苗-,2黑板料理,菜類,
清炒地瓜葉,清炒地瓜葉-,2黑板料理,菜類,
菠菜,菠菜-,2黑板料理,菜類,
塔顆菜,塔顆菜-,2黑板料理,菜類,
溫泉空心菜,溫泉空心菜-,2黑板料理,菜類,
翠玉白菜,翠玉白菜-,2黑板料理,菜類,
豌豆苗,豌豆苗-,2黑板料理,菜類,
龍鬚菜,龍鬚菜-,2黑板料理,菜類,
X.O.醬炒烏魚腱,X.O.醬炒烏魚腱-,2黑板料理,菜類,
X.O.醬炒高麗菜,X.O.醬炒高麗菜-,2黑板料理,菜類,
(推薦)白蝦紹興漬,(推薦)白蝦紹興漬-,2黑板料理,蝦蟹類,
三點蟹,三點蟹-,2黑板料理,蝦蟹類,
牛腳蟹,牛腳蟹-,2黑板料理,蝦蟹類,
沙公,沙公-,2黑板料理,蝦蟹類,
沙母,沙母-,2黑板料理,蝦蟹類,
活明蝦/隻,活明蝦-,2黑板料理,蝦蟹類,
草蝦,草蝦-,2黑板料理,蝦蟹類,
處女蟳,處女蟳-,2黑板料理,蝦蟹類,
斑節蝦,斑節蝦-,2黑板料理,蝦蟹類,
黃油蟹,黃油蟹-,2黑板料理,蝦蟹類,
藍鑽蝦,藍鑽蝦-,2黑板料理,蝦蟹類,
蟬蝦（海戰車）,蟬蝦（海戰車）-,2黑板料理,蝦蟹類,
櫻花蝦餅,櫻花蝦餅-,2黑板料理,蝦蟹類,
鱈場蟹,鱈場蟹-,2黑板料理,蝦蟹類,
(招牌)午仔魚一夜干,(招牌)午仔魚一夜干- ,3烤炸串,烤物/串燒（菜單）,
(招牌)午仔魚一夜干*,(招牌)午仔魚一夜干- ,3烤炸串,烤物/串燒（菜單）,
(招牌)午仔魚一夜乾,(招牌)午仔魚一夜干- ,3烤炸串,烤物/串燒（菜單）,
(推薦)杏鮑菇明太燒/2串,(推薦)杏鮑菇明太燒/2串-,3烤炸串,烤物/串燒（菜單）,
(推薦)明太子雞肉串/2串,(推薦)明太子雞肉串/2串-,3烤炸串,烤物/串燒（菜單）,
(推薦)明太子雞肉串/2串*,(推薦)明太子雞肉串/2串-,3烤炸串,烤物/串燒（菜單）,
(推薦)黑松露櫛瓜/2串,(推薦)黑松露櫛瓜/2串-,3烤炸串,烤物/串燒（菜單）,
(推薦)黑松露櫛瓜/2串*,(推薦)黑松露櫛瓜/2串-,3烤炸串,烤物/串燒（菜單）,
(推薦)鹽蔥牛筋串/2串,(推薦)鹽蔥牛筋串/2串-,3烤炸串,烤物/串燒（菜單）,
山藥明太子*,山藥明太燒-,3烤炸串,烤物/串燒（菜單）,
山藥明太子,山藥明太燒-,3烤炸串,烤物/串燒（菜單）,
山藥明太燒,山藥明太燒-,3烤炸串,烤物/串燒（菜單）,
干貝磯邊燒,干貝磯邊燒-,3烤炸串,烤物/串燒（菜單）,
五仔魚一夜干,午仔魚一夜干-,3烤炸串,烤物/串燒（菜單）,
午仔魚一夜乾,午仔魚一夜干-,3烤炸串,烤物/串燒（菜單）,
午仔魚一夜干,午仔魚一夜干-,3烤炸串,烤物/串燒（菜單）,
*鯃魚一夜干,午仔魚一夜干-,3烤炸串,烤物/串燒（菜單）,
帕瑪森黑松露櫛瓜,帕瑪森黑松露櫛瓜-,3烤炸串,烤物/串燒（菜單）,
明太子手羽/2支,明太子手羽/2支-,3烤炸串,烤物/串燒（菜單）,
明太子手羽/2支*,明太子手羽/2支-,3烤炸串,烤物/串燒（菜單）,
明太子手羽/2隻,明太子手羽/2支-,3烤炸串,烤物/串燒（菜單）,
明太子手羽/支,明太子手羽/支-,3烤炸串,烤物/串燒（菜單）,
明太子雞肉/串,明太子雞肉/串-,3烤炸串,烤物/串燒（菜單）,
明太子雞肉串/串,明太子雞肉/串-,3烤炸串,烤物/串燒（菜單）,
明太子雞腿燒,明太子雞腿燒-,3烤炸串,烤物/串燒（菜單）,
柚香雞腿,柚香雞腿-,3烤炸串,烤物/串燒（菜單）,
柚香雞腿*,柚香雞腿-,3烤炸串,烤物/串燒（菜單）,
柚鹽雞腿,柚香雞腿-,3烤炸串,烤物/串燒（菜單）,
洋菇明太子串/串,洋菇明太子串/串-,3烤炸串,烤物/串燒（菜單）,
野生海大蝦/隻,野生海大蝦/隻-,3烤炸串,烤物/串燒（菜單）,
黑松露節瓜/串,黑松露節瓜/串-,3烤炸串,烤物/串燒（菜單）,
*帕瑪森黑松露節瓜,黑松露節瓜/串-,3烤炸串,烤物/串燒（菜單）,
黑松露櫛瓜/串,黑松露櫛瓜/串-,3烤炸串,烤物/串燒（菜單）,
奧勒岡肋眼牛排/200克,奧勒岡肋眼牛排/200克-,3烤炸串,烤物/串燒（菜單）,
(推薦)墨魚香腸/2串,墨魚香腸/2串-,3烤炸串,烤物/串燒（菜單）,
(推薦)墨魚香腸/2串*,墨魚香腸/2串-,3烤炸串,烤物/串燒（菜單）,
墨魚香腸/2串,墨魚香腸/2串-,3烤炸串,烤物/串燒（菜單）,
墨魚香腸/串,墨魚香腸/串-,3烤炸串,烤物/串燒（菜單）,
鮭魚下巴,鮭魚下巴-,3烤炸串,烤物/串燒（菜單）,
鮭魚下巴*,鮭魚下巴-,3烤炸串,烤物/串燒（菜單）,
鮮魚一夜干,鮮魚一夜干-,3烤炸串,烤物/串燒（菜單）,
鹹豬肉,鹹豬肉-,3烤炸串,烤物/串燒（菜單）,
鹽烤軟絲頭,鹽烤軟絲頭-,3烤炸串,烤物/串燒（菜單）,
鹽烤軟絲頭*,鹽烤軟絲頭-,3烤炸串,烤物/串燒（菜單）,
鹽烤野生文蛤,鹽烤野生文蛤-,3烤炸串,烤物/串燒（菜單）,
鹽烤野生海大蝦,鹽烤野生海大蝦 ,3烤炸串,烤物/串燒（菜單）,
鹽烤雞肉/串,鹽烤雞肉/串-,3烤炸串,烤物/串燒（菜單）,
鹽烤鯖魚,鹽烤鯖魚-,3烤炸串,烤物/串燒（菜單）,
鹽烤鯖魚*,鹽烤鯖魚-,3烤炸串,烤物/串燒（菜單）,
鹽蔥牛筋串/2串,鹽蔥牛筋串/2串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥牛筋串,鹽蔥牛筋串/串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥牛筋串/串,鹽蔥牛筋串/串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥牛筋/串,鹽蔥牛筋串/串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥松阪豚/串,鹽蔥松阪豚/串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥松阪豬/2串,鹽蔥松阪豬/2串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥松阪豬/串,鹽蔥松阪豬/串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥松板豚/2串,鹽蔥松板豚/2串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥豬五花/2串,鹽蔥豬五花/2串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥豬五花/2串*,鹽蔥豬五花/2串-,3烤炸串,烤物/串燒（菜單）,
鹽蔥豬五花/串,鹽蔥豬五花/串-,3烤炸串,烤物/串燒（菜單）,
*特製手羽先,*特製手羽先-,3烤炸串,揚物（菜單）,
*富山芝蝦唐揚,*富山芝蝦唐揚-,3烤炸串,揚物（菜單）,
中卷大阪燒,中卷大阪燒-,3烤炸串,揚物（菜單）,
炸雞肉龍田揚,炸雞肉龍田揚-,3烤炸串,揚物（菜單）,
炸雞肉龍田揚*,炸雞肉龍田揚-,3烤炸串,揚物（菜單）,
雞肉龍田揚,炸雞肉龍田揚-,3烤炸串,揚物（菜單）,
(招牌)胡麻豆腐/粒,胡麻豆腐/粒-,3烤炸串,揚物（菜單）,
(招牌)胡麻豆腐/粒*,胡麻豆腐/粒-,3烤炸串,揚物（菜單）,
胡麻手工豆腐/粒,胡麻豆腐/粒-,3烤炸串,揚物（菜單）,
胡麻豆腐/粒,胡麻豆腐/粒-,3烤炸串,揚物（菜單）,
*手工胡麻豆腐,胡麻豆腐/粒-,3烤炸串,揚物（菜單）,
海大蝦天婦羅/支,海大蝦天婦羅/支-,3烤炸串,揚物（菜單）,
海大蝦天婦羅/支*,海大蝦天婦羅/支-,3烤炸串,揚物（菜單）,
特製手羽先,特製手羽先-,3烤炸串,揚物（菜單）,
野菜天婦羅,野菜天婦羅-,3烤炸串,揚物（菜單）,
富山芝蝦唐揚,富山芝蝦唐揚-,3烤炸串,揚物（菜單）,
(招牌)陶膳鹹豬肉,(招牌)陶膳鹹豬肉- ,4配菜,吸物/鍋物（菜單）,
(招牌)陶膳鹹豬肉*,(招牌)陶膳鹹豬肉- ,4配菜,吸物/鍋物（菜單）,
干貝海苔燒,干貝海苔燒-,4配菜,吸物/鍋物（菜單）,
日式鹹豬肉,日式鹹豬肉-,4配菜,吸物/鍋物（菜單）,
牛肉石狩味噌湯,牛肉石狩味噌湯-,4配菜,吸物/鍋物（菜單）,
紅燒牛肉湯,紅燒牛肉湯-,4配菜,吸物/鍋物（菜單）,
紅燒牛肉湯/碗,紅燒牛肉湯-,4配菜,吸物/鍋物（菜單）,
時令味噌湯,時令味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
時令味噌湯/碗,時令味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
時令味增湯,時令味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
時令味噌湯/碗*,時令味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
特選螃蟹海鮮火鍋,特選螃蟹海鮮火鍋-,4配菜,吸物/鍋物（菜單）,
特選蟳蟹火鍋,特選蟳蟹火鍋-,4配菜,吸物/鍋物（菜單）,
清味噌湯/碗,清味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
清燉牛肉湯,清燉牛肉湯/碗-,4配菜,吸物/鍋物（菜單）,
野生蛤蜊味噌湯,野生蛤蜊味噌湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蜊味噌湯/品,野生蛤蜊味噌湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蜊味噌湯/碗,野生蛤蜊味噌湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蠣味增湯,野生蛤蜊味噌湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蜊精力湯/碗,野生蛤蜊精力湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蠣精力湯,野生蛤蜊精力湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蜊精力湯,野生蛤蜊精力湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蜊精力湯/品,野生蛤蜊精力湯-,4配菜,吸物/鍋物（菜單）,
*野生蛤蠣精力湯,野生蛤蜊精力湯-,4配菜,吸物/鍋物（菜單）,
野生蛤蠣薑汁湯,野生蛤蠣薑汁湯-,4配菜,吸物/鍋物（菜單）,
魚頭海鮮火鍋,魚頭海鮮火鍋-,4配菜,吸物/鍋物（菜單）,
博多水炊雞肉火鍋,博多水炊雞肉火鍋-,4配菜,吸物/鍋物（菜單）,
博多水炊雞肉鍋,博多水炊雞肉鍋-,4配菜,吸物/鍋物（菜單）,
舒肥叉燒（4片）,舒肥叉燒（4片）-,4配菜,吸物/鍋物（菜單）,
(招牌)蛤蜊蒜頭湯/碗,蛤蜊蒜頭湯/碗- ,4配菜,吸物/鍋物（菜單）,
(招牌)蛤蜊蒜頭湯/碗*,蛤蜊蒜頭湯/碗- ,4配菜,吸物/鍋物（菜單）,
蛤蠣味噌湯/品,蛤蠣味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
蛤蠣味噌湯/碗,蛤蠣味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
蛤蠣味噌湯/碗*,蛤蠣味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
鮮魚海鮮火鍋,鮮魚海鮮火鍋-,4配菜,吸物/鍋物（菜單）,
鮮魚海鮮鍋,鮮魚海鮮鍋-,4配菜,吸物/鍋物（菜單）,
鮮魚頭味噌湯/品,鮮魚頭味噌湯/品-,4配菜,吸物/鍋物（菜單）,
鮮魚頭味噌湯/碗,鮮魚頭味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
鮮魚頭味噌湯/碗*,鮮魚頭味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
鮮魚頭味增湯,鮮魚頭味噌湯/碗-,4配菜,吸物/鍋物（菜單）,
鮮魚頭薑汁湯,鮮魚頭薑汁湯-,4配菜,吸物/鍋物（菜單）,
鯊魚炒蒜苗,鯊魚炒蒜苗-,4配菜,吸物/鍋物（菜單）,
*酒香奶油蛤蠣,*酒香奶油蛤蠣-,4配菜,前菜/酒餚（菜單）,
小白魚果醋,小白魚果醋-,4配菜,前菜/酒餚（菜單）,
外帶蒸蛋,外帶蒸蛋-,4配菜,前菜/酒餚（菜單）,
穴子星鰻白燒,穴子星鰻白燒-,4配菜,前菜/酒餚（菜單）,
